avg,Year,DOY
6.850825944,0,329
6.655816265,0,330
6.677367417,0,331
3.174558166,0,332
4.83204498,0,333
5.404801607,0,334
9.493318505,0,335
7.792752485,0,336
9.164998248,0,337
7.660400985,0,338
9.39679413,0,339
9.331901475,0,340
7.227759285,0,341
4.572803032,0,342
4.060409589,0,343
6.546099171,0,344
5.78863692,0,345
2.460025683,0,346
3.674194052,0,347
2.316998993,0,348
6.622749912,0,349
5.580305751,0,350
2.739787244,0,351
5.152633019,0,352
2.780364413,0,353
1.581321315,0,354
5.276789615,0,355
4.598465015,0,356
6.150590751,0,357
5.749959139,0,358
6.769302707,0,359
6.95167624,0,360
7.304656254,0,361
6.596243611,0,362
6.301912311,0,363
5.643336431,0,364
3.831177959,1,0
4.210428226,1,1
3.910371381,1,2
4.40039194,1,3
9.369894138,1,4
6.293012548,1,5
7.620262703,1,6
5.51934702,1,7
6.118556267,1,8
7.886595095,1,9
8.808483421,1,10
8.03506768,1,11
6.040390414,1,12
4.548990923,1,13
5.162430635,1,14
6.033779961,1,15
4.530296677,1,16
6.188899015,1,17
7.572662829,1,18
7.995470197,1,19
9.286582511,1,20
5.026095005,1,21
2.78191808,1,22
3.98126233,1,23
4.905398514,1,24
3.115276411,1,25
2.704877128,1,26
1.259449597,1,27
3.122986874,1,28
9.070488594,1,29
8.909714044,1,30
8.891256636,1,31
7.489988867,1,32
9.907601895,1,33
8.863956124,1,34
7.990007093,1,35
4.946229923,1,36
5.525367973,1,37
5.675699238,1,38
7.675185356,1,39
6.265522216,1,40
6.781960578,1,41
9.347549479,1,42
9.902092385,1,43
9.38269178,1,44
6.551890043,1,45
7.134187467,1,46
10.60178523,1,47
10.14763361,1,48
10.96440202,1,49
10.80418011,1,50
10.38605521,1,51
11.47896581,1,52
10.3179523,1,53
7.81285046,1,54
8.154648509,1,55
9.83904331,1,56
11.7913846,1,57
11.72403461,1,58
10.19201463,1,59
11.7965143,1,60
11.10274645,1,61
10.54687086,1,62
11.88132261,1,63
12.7049509,1,64
9.899205543,1,65
9.349714612,1,66
8.642175919,1,67
9.339818199,1,68
7.089118558,1,69
9.545792959,1,70
10.33767623,1,71
10.34757023,1,72
11.66591046,1,73
10.59173156,1,74
10.85652056,1,75
10.36361378,1,76
9.168643333,1,77
10.25505588,1,78
11.94866023,1,79
12.66156932,1,80
12.0303996,1,81
12.01217313,1,82
12.71978789,1,83
11.74064724,1,84
11.02056726,1,85
12.6639118,1,86
13.47175435,1,87
13.84101063,1,88
13.75418984,1,89
13.99977949,1,90
11.34017171,1,91
12.91931445,1,92
12.83176848,1,93
12.31211116,1,94
11.68647717,1,95
12.03730358,1,96
10.76250208,1,97
11.21504341,1,98
9.91700131,1,99
12.137903,1,100
12.82229707,1,101
13.90807563,1,102
14.8864059,1,103
14.39110908,1,104
13.04961233,1,105
12.46359755,1,106
13.00481178,1,107
11.62302905,1,108
13.50072926,1,109
12.42249959,1,110
10.36609066,1,111
11.68122253,1,112
9.522614436,1,113
10.20364349,1,114
11.51981712,1,115
12.09817701,1,116
10.44164209,1,117
10.40389312,1,118
12.57173004,1,119
13.13968995,1,120
14.21824483,1,121
12.97678033,1,122
12.1622821,1,123
11.9773147,1,124
13.71010973,1,125
14.48537722,1,126
14.88592602,1,127
14.11402485,1,128
13.10651845,1,129
10.32464049,1,130
11.49437363,1,131
7.507826928,1,132
9.590090255,1,133
11.5261973,1,134
15.50460014,1,135
16.06523219,1,136
17.4695618,1,137
16.9932689,1,138
16.14299602,1,139
18.73110322,1,140
17.27772046,1,141
16.18765724,1,142
15.85554747,1,143
14.75443224,1,144
14.26383435,1,145
18.18186641,1,146
20.3051077,1,147
19.57600771,1,148
19.45900403,1,149
20.84324306,1,150
20.81662059,1,151
20.6458155,1,152
21.92501936,1,153
20.28370458,1,154
21.29701064,1,155
20.4963411,1,156
17.89650686,1,157
20.30179411,1,158
20.0765394,1,159
22.52464911,1,160
22.82180892,1,161
23.16224981,1,162
21.1056882,1,163
23.28880904,1,164
21.35455436,1,165
23.33898916,1,166
19.83449897,1,167
17.88671505,1,168
19.40407913,1,169
19.91850036,1,170
20.7875012,1,171
23.21451821,1,172
21.19891985,1,173
20.69388834,1,174
21.7682031,1,175
21.67093089,1,176
24.44827157,1,177
22.73903523,1,178
26.30035754,1,179
24.11797603,1,180
22.72297143,1,181
21.72820407,1,182
19.51080325,1,183
21.37062484,1,184
20.43885042,1,185
20.63232329,1,186
21.65972191,1,187
22.58657587,1,188
22.38896179,1,189
22.51353107,1,190
22.6977241,1,191
25.44252877,1,192
26.60800287,1,193
28.37125826,1,194
26.49673874,1,195
27.6823191,1,196
24.78149869,1,197
22.38145915,1,198
20.49969226,1,199
21.10113435,1,200
22.02213771,1,201
24.17283174,1,202
24.85586555,1,203
23.68614103,1,204
21.21834346,1,205
20.30725947,1,206
21.63504735,1,207
21.1629907,1,208
21.42329247,1,209
20.66136982,1,210
22.45158892,1,211
24.28174516,1,212
23.25102032,1,213
22.68261207,1,214
22.43220434,1,215
23.86305424,1,216
22.9009263,1,217
22.31755937,1,218
24.3450881,1,219
24.71007328,1,220
24.22809151,1,221
22.83587503,1,222
23.81540629,1,223
25.51992175,1,224
26.0126102,1,225
24.85164815,1,226
21.94576383,1,227
21.69825561,1,228
22.53100693,1,229
23.46377033,1,230
25.01498889,1,231
22.14165138,1,232
22.38489842,1,233
22.348944,1,234
22.73498643,1,235
23.36529081,1,236
23.19017299,1,237
23.26163593,1,238
22.84023965,1,239
22.53272686,1,240
20.92051861,1,241
21.79168561,1,242
22.34767594,1,243
21.05215577,1,244
22.85253064,1,245
22.8325195,1,246
22.37975507,1,247
24.95898189,1,248
24.9748306,1,249
22.5311002,1,250
21.04434756,1,251
18.77578286,1,252
20.62082362,1,253
19.49002046,1,254
19.76020939,1,255
20.72137714,1,256
18.30718318,1,257
20.09285113,1,258
19.31423753,1,259
19.80440265,1,260
20.07175823,1,261
21.17481001,1,262
21.37224339,1,263
20.62451407,1,264
21.35959471,1,265
21.12651526,1,266
21.53990998,1,267
19.6983598,1,268
21.61133067,1,269
21.7032606,1,270
23.09016635,1,271
22.92606222,1,272
21.10397553,1,273
20.54698154,1,274
20.16766276,1,275
20.14679617,1,276
20.7119604,1,277
18.59678319,1,278
16.97537431,1,279
15.87851261,1,280
15.96144543,1,281
16.05727668,1,282
15.55513097,1,283
14.70995801,1,284
16.57588399,1,285
16.61868226,1,286
17.13234767,1,287
16.0248445,1,288
15.41794094,1,289
15.88503236,1,290
16.59333472,1,291
14.74725919,1,292
16.10688767,1,293
17.78059011,1,294
16.36481458,1,295
13.34108197,1,296
12.74851166,1,297
11.02535616,1,298
10.71497383,1,299
13.15389365,1,300
13.16887607,1,301
15.29762941,1,302
14.8366784,1,303
15.06503553,1,304
13.65243592,1,305
11.8353137,1,306
13.44613363,1,307
14.78868629,1,308
14.27978857,1,309
15.58117188,1,310
12.34159806,1,311
12.56818601,1,312
10.69032789,1,313
10.10761788,1,314
10.27394577,1,315
11.5446338,1,316
11.23644871,1,317
10.74365761,1,318
8.107330986,1,319
8.332542177,1,320
7.45814994,1,321
8.807847007,1,322
8.132974804,1,323
8.219873973,1,324
8.49351409,1,325
8.052037452,1,326
9.171877598,1,327
10.23452589,1,328
11.30206799,1,329
9.223037248,1,330
8.143948769,1,331
8.627130133,1,332
8.216552357,1,333
6.578661831,1,334
7.131189095,1,335
5.168088438,1,336
7.800663915,1,337
10.23096232,1,338
9.660299857,1,339
8.497028566,1,340
5.905371419,1,341
8.994358547,1,342
6.928032394,1,343
3.792210874,1,344
8.540735159,1,345
10.20934133,1,346
8.883463669,1,347
6.182744924,1,348
4.483824393,1,349
2.802688495,1,350
5.384819061,1,351
4.282210775,1,352
1.208743679,1,353
3.515315896,1,354
4.726195962,1,355
6.801856053,1,356
6.820778798,1,357
7.767139048,1,358
8.394708918,1,359
7.741792692,1,360
9.590901118,1,361
13.42299855,1,362
12.67609109,1,363
11.89936312,1,364
8.450788034,2,0
7.826869309,2,1
6.561559312,2,2
3.694155068,2,3
4.048813211,2,4
6.264926596,2,5
6.747548856,2,6
9.178810776,2,7
6.340187842,2,8
7.765169306,2,9
7.050697592,2,10
2.242184157,2,11
1.394049663,2,12
2.409906613,2,13
5.406975215,2,14
8.093418305,2,15
7.131038008,2,16
7.962131662,2,17
7.44054074,2,18
3.337078973,2,19
1.833295561,2,20
2.714612992,2,21
5.240313837,2,22
6.866072277,2,23
9.897620692,2,24
8.536018356,2,25
8.863282071,2,26
9.798812943,2,27
8.426333714,2,28
5.676601932,2,29
8.024337783,2,30
8.331565899,2,31
7.171350714,2,32
10.01802189,2,33
10.01776183,2,34
5.425755585,2,35
5.774654415,2,36
6.186486722,2,37
7.767035214,2,38
9.561525502,2,39
10.09879435,2,40
7.352098416,2,41
8.50578813,2,42
6.811776809,2,43
5.516277507,2,44
6.567998491,2,45
5.988399917,2,46
5.684478874,2,47
5.417703622,2,48
9.523345724,2,49
8.94886978,2,50
7.766353545,2,51
7.141324072,2,52
5.719349981,2,53
5.544596811,2,54
4.436479638,2,55
5.009230648,2,56
8.997316385,2,57
9.822192854,2,58
12.19664442,2,59
10.62555184,2,60
11.16044407,2,61
12.24609427,2,62
10.32830959,2,63
9.55145191,2,64
10.0631963,2,65
9.089522918,2,66
12.07870352,2,67
10.46015421,2,68
10.47748506,2,69
10.54131804,2,70
10.41340846,2,71
8.912641888,2,72
8.973393273,2,73
8.128692171,2,74
8.720644094,2,75
8.870799864,2,76
11.20762233,2,77
8.775216997,2,78
8.859501717,2,79
8.389997589,2,80
10.46971512,2,81
9.947946611,2,82
8.152941245,2,83
10.48465543,2,84
12.29145078,2,85
13.14797162,2,86
9.609582618,2,87
10.72317149,2,88
11.74970508,2,89
12.77944822,2,90
14.06428907,2,91
13.47645195,2,92
11.95913396,2,93
13.41625469,2,94
15.68453495,2,95
16.8223862,2,96
15.99405312,2,97
17.16725436,2,98
15.82800988,2,99
14.13292387,2,100
16.05975219,2,101
17.3174051,2,102
14.39420338,2,103
16.41957987,2,104
19.07011657,2,105
18.39649914,2,106
18.05909183,2,107
16.71857918,2,108
14.86113618,2,109
12.03203364,2,110
12.61889796,2,111
15.2046507,2,112
15.33050425,2,113
15.05730229,2,114
15.72313932,2,115
12.20901963,2,116
11.35228493,2,117
14.79992187,2,118
18.33315737,2,119
18.43980572,2,120
16.37597906,2,121
16.13824062,2,122
17.77650628,2,123
16.87789185,2,124
17.95142616,2,125
18.89745652,2,126
15.78798424,2,127
16.00840204,2,128
16.53738473,2,129
20.74462763,2,130
18.72012994,2,131
18.17856636,2,132
19.10406274,2,133
18.16064811,2,134
16.63764876,2,135
17.44705066,2,136
17.90405889,2,137
19.3549826,2,138
18.58074506,2,139
17.62507496,2,140
18.67155088,2,141
19.60158274,2,142
18.86888138,2,143
14.83295589,2,144
13.37120612,2,145
14.77698406,2,146
17.67087097,2,147
17.50094504,2,148
16.98934703,2,149
17.06691915,2,150
17.21557845,2,151
16.36611588,2,152
17.52837998,2,153
17.12239396,2,154
18.79992921,2,155
19.06330512,2,156
20.35721006,2,157
20.62216679,2,158
20.07456979,2,159
18.23791235,2,160
18.70256901,2,161
19.76463801,2,162
20.19494278,2,163
20.67169617,2,164
23.14389575,2,165
24.24609351,2,166
26.98849687,2,167
27.96631089,2,168
27.70864575,2,169
24.25259595,2,170
21.12859542,2,171
18.28384908,2,172
17.07234555,2,173
17.46575814,2,174
21.31930111,2,175
20.16407877,2,176
23.86888198,2,177
22.14497613,2,178
21.5257492,2,179
22.92787546,2,180
22.63207123,2,181
24.39387856,2,182
26.15630921,2,183
26.4520791,2,184
25.90744698,2,185
25.21078167,2,186
24.03797683,2,187
24.69061145,2,188
24.28294256,2,189
23.1509931,2,190
23.19222679,2,191
24.52979772,2,192
24.47029627,2,193
25.61093232,2,194
26.80923791,2,195
27.05333899,2,196
27.23354049,2,197
25.81903691,2,198
24.5484883,2,199
24.94395272,2,200
25.45846708,2,201
24.8349704,2,202
24.7451069,2,203
24.04134447,2,204
25.78869078,2,205
24.00052335,2,206
23.66490387,2,207
27.49856058,2,208
26.39907086,2,209
26.56066691,2,210
26.2137905,2,211
26.17967452,2,212
25.50106023,2,213
27.07620465,2,214
27.072989,2,215
24.79867436,2,216
26.57443967,2,217
27.27802434,2,218
27.29185969,2,219
28.0735872,2,220
26.136066,2,221
24.83846452,2,222
22.88849733,2,223
19.11462817,2,224
16.70620374,2,225
19.43788808,2,226
20.2165921,2,227
19.89509866,2,228
20.86638711,2,229
18.57110625,2,230
17.73453108,2,231
20.31239293,2,232
22.0519254,2,233
22.54964496,2,234
22.66688184,2,235
21.41424003,2,236
23.08767034,2,237
23.8777328,2,238
23.44586854,2,239
21.09126921,2,240
22.16198848,2,241
22.90072585,2,242
22.36406256,2,243
22.88875236,2,244
22.90147027,2,245
22.20671969,2,246
21.36174003,2,247
22.04380786,2,248
23.87050206,2,249
22.78275924,2,250
19.22739856,2,251
17.90561698,2,252
19.1187355,2,253
18.1297049,2,254
20.59934892,2,255
20.48710088,2,256
20.76421273,2,257
17.72523256,2,258
19.05821159,2,259
17.80665224,2,260
16.12665098,2,261
17.09479245,2,262
21.06281743,2,263
23.44162468,2,264
24.95273351,2,265
24.42645901,2,266
23.76353275,2,267
22.99584847,2,268
24.17381192,2,269
21.70407359,2,270
21.04417826,2,271
21.04210445,2,272
21.91665038,2,273
21.7121411,2,274
18.85403149,2,275
16.74941249,2,276
16.22776576,2,277
15.58015149,2,278
17.01355707,2,279
18.19547614,2,280
17.65625883,2,281
17.05527194,2,282
15.98277201,2,283
16.0358835,2,284
14.66128696,2,285
14.54694396,2,286
14.29216251,2,287
17.66429268,2,288
15.17601947,2,289
14.38483704,2,290
15.16716316,2,291
14.39585126,2,292
13.44375696,2,293
14.17026099,2,294
11.55444214,2,295
12.95187303,2,296
12.19819579,2,297
11.50345656,2,298
12.98167728,2,299
14.09092905,2,300
14.23924179,2,301
14.38553998,2,302
14.03565143,2,303
12.77622825,2,304
13.61629165,2,305
12.83990608,2,306
10.82230011,2,307
9.417545551,2,308
11.38541205,2,309
12.28377272,2,310
11.54841811,2,311
12.09422923,2,312
12.16122772,2,313
13.47304917,2,314
13.28441596,2,315
12.94343068,2,316
11.16239152,2,317
11.33165289,2,318
12.51053588,2,319
11.07519129,2,320
9.143012816,2,321
9.685255659,2,322
8.625686084,2,323
9.515752701,2,324
11.53570837,2,325
10.86094057,2,326
10.63240034,2,327
9.709140977,2,328
9.753317313,2,329
9.316041252,2,330
9.945418458,2,331
7.336257951,2,332
9.118104223,2,333
10.93799532,2,334
10.82449588,2,335
12.02711435,2,336
11.52645914,2,337
12.05007454,2,338
14.90128432,2,339
11.94236757,2,340
10.83939922,2,341
10.1669348,2,342
11.90060498,2,343
11.1117671,2,344
9.316358192,2,345
7.581685291,2,346
7.383784105,2,347
9.704158344,2,348
8.308069293,2,349
8.237418111,2,350
7.189682136,2,351
6.561090887,2,352
7.87773822,2,353
7.515386279,2,354
5.863450388,2,355
6.605048325,2,356
8.803231827,2,357
11.43131499,2,358
11.48867123,2,359
10.66469231,2,360
8.671283002,2,361
13.30834993,2,362
12.11494684,2,363
10.4999182,2,364
10.63468937,3,0
8.350588825,3,1
13.05998933,3,2
13.28027228,3,3
13.27427311,3,4
12.20295044,3,5
8.630391416,3,6
13.18894666,3,7
13.77905548,3,8
15.01245864,3,9
14.24264461,3,10
12.81482612,3,11
9.089829134,3,12
10.59360482,3,13
8.655502134,3,14
8.665890453,3,15
9.292137903,3,16
9.47057275,3,17
7.177185481,3,18
2.850707742,3,19
2.810706531,3,20
2.564530425,3,21
6.908174726,3,22
5.755010414,3,23
4.208849591,3,24
5.03693127,3,25
7.967579804,3,26
8.201239565,3,27
8.749312286,3,28
12.84043124,3,29
9.588829437,3,30
9.266970459,3,31
8.248352933,3,32
11.71424615,3,33
12.03550223,3,34
9.627176577,3,35
8.634598112,3,36
7.609415605,3,37
6.218768008,3,38
9.7480966,3,39
10.74326143,3,40
10.04565533,3,41
9.375133833,3,42
4.770333837,3,43
2.799563537,3,44
5.150992754,3,45
6.032702454,3,46
3.604481097,3,47
5.292579438,3,48
5.9367004,3,49
2.837146008,3,50
5.528255003,3,51
7.011007677,3,52
8.303565518,3,53
9.173584391,3,54
8.086950117,3,55
8.173232257,3,56
11.79068723,3,57
9.894180403,3,58
6.922812033,3,59
7.505013121,3,60
8.844761881,3,61
8.476913069,3,62
10.1184976,3,63
12.06226293,3,64
10.75761701,3,65
10.28993824,3,66
12.32862991,3,67
10.58073621,3,68
9.669305291,3,69
7.930902663,3,70
6.096295344,3,71
8.530479539,3,72
9.719903655,3,73
13.40149905,3,74
13.44412029,3,75
13.90294407,3,76
13.90339545,3,77
13.06621376,3,78
12.89405865,3,79
14.14404689,3,80
13.39130588,3,81
14.70899231,3,82
13.83788668,3,83
13.48613584,3,84
13.03652053,3,85
10.65444344,3,86
12.43339335,3,87
12.44577859,3,88
14.26826072,3,89
12.91643366,3,90
14.28420891,3,91
14.33152711,3,92
12.82485251,3,93
13.75194071,3,94
15.34625898,3,95
14.4210317,3,96
13.85075184,3,97
10.77085635,3,98
10.84294355,3,99
13.70317622,3,100
17.18683559,3,101
16.37165795,3,102
13.2763155,3,103
14.30009868,3,104
17.37495049,3,105
16.02136513,3,106
14.96780551,3,107
15.4404036,3,108
16.92598336,3,109
17.71224938,3,110
19.29642214,3,111
18.9968917,3,112
17.32947754,3,113
17.14933891,3,114
16.42025739,3,115
21.03746829,3,116
21.34081179,3,117
21.16195518,3,118
17.94866679,3,119
17.68654374,3,120
16.20651185,3,121
15.13535917,3,122
14.38445785,3,123
15.28227911,3,124
14.25466615,3,125
15.25872321,3,126
17.71367416,3,127
18.57937984,3,128
18.76008487,3,129
18.19019014,3,130
19.82019683,3,131
15.2568341,3,132
17.60929592,3,133
16.84110912,3,134
19.26348605,3,135
17.55013414,3,136
17.90939968,3,137
19.09998499,3,138
18.80262285,3,139
19.40656897,3,140
19.14915006,3,141
18.53437882,3,142
18.61326367,3,143
17.14999735,3,144
19.18167268,3,145
17.51338262,3,146
17.29508557,3,147
16.55096548,3,148
15.13464412,3,149
13.9860936,3,150
16.05167327,3,151
16.57068312,3,152
16.11928763,3,153
14.98707697,3,154
16.99515473,3,155
17.10062291,3,156
17.67836985,3,157
19.84233833,3,158
17.92305027,3,159
18.24154912,3,160
18.43429233,3,161
21.12455119,3,162
21.08492793,3,163
22.00550326,3,164
20.99333239,3,165
22.13151627,3,166
20.29835524,3,167
21.23106545,3,168
22.14295809,3,169
24.18302045,3,170
22.43088904,3,171
19.58385045,3,172
20.80513535,3,173
20.22414096,3,174
21.97187753,3,175
19.3680905,3,176
20.44635807,3,177
21.77009775,3,178
20.61819275,3,179
20.04440372,3,180
21.53075979,3,181
21.44643023,3,182
19.27858131,3,183
19.33124029,3,184
19.66671072,3,185
19.76900443,3,186
20.55806547,3,187
21.65834895,3,188
22.2467721,3,189
19.97391128,3,190
21.11758771,3,191
21.82019568,3,192
21.95699547,3,193
24.08546551,3,194
24.62387337,3,195
23.79425345,3,196
22.85724954,3,197
23.64450087,3,198
22.63763711,3,199
22.44690322,3,200
21.9720873,3,201
23.18022139,3,202
22.94873264,3,203
23.0702197,3,204
21.85248817,3,205
20.86301568,3,206
22.22570964,3,207
23.61207882,3,208
23.71256809,3,209
23.98927088,3,210
23.67813733,3,211
24.00718007,3,212
24.08084526,3,213
24.11583251,3,214
23.78205581,3,215
23.8728885,3,216
22.3927734,3,217
23.42045631,3,218
24.72619166,3,219
25.09722943,3,220
23.57300366,3,221
20.62434499,3,222
21.41070949,3,223
22.14181357,3,224
23.25631464,3,225
24.37177747,3,226
25.8777433,3,227
24.78371934,3,228
23.70308611,3,229
24.95171509,3,230
23.38913319,3,231
22.70675841,3,232
23.30797857,3,233
22.86541925,3,234
21.46219266,3,235
21.47407215,3,236
23.15494123,3,237
23.68265141,3,238
22.28132117,3,239
22.89114083,3,240
21.68386778,3,241
23.90509167,3,242
21.60932761,3,243
24.21472462,3,244
23.11490885,3,245
23.71791763,3,246
23.17102284,3,247
24.24229992,3,248
25.24616199,3,249
24.18772971,3,250
24.4888805,3,251
22.84545309,3,252
24.21381707,3,253
23.69729378,3,254
23.24787896,3,255
20.3549188,3,256
19.7590541,3,257
20.17755313,3,258
20.44222434,3,259
20.21599977,3,260
19.92470936,3,261
20.85891139,3,262
21.51817073,3,263
23.35841782,3,264
21.16566857,3,265
22.36742151,3,266
24.89951462,3,267
23.44995177,3,268
19.08585445,3,269
17.91616608,3,270
18.19931319,3,271
15.46786429,3,272
13.85350795,3,273
16.81872093,3,274
18.37338501,3,275
17.40141626,3,276
15.67121271,3,277
15.06638639,3,278
14.79203633,3,279
14.12076949,3,280
15.1499441,3,281
16.22678165,3,282
18.60731329,3,283
19.9249904,3,284
20.16896934,3,285
17.59627481,3,286
15.16249079,3,287
18.122574,3,288
15.94038351,3,289
13.42752696,3,290
14.18115795,3,291
15.72070501,3,292
17.63157798,3,293
16.57025975,3,294
15.10574264,3,295
12.05625377,3,296
10.67460083,3,297
9.641155377,3,298
10.09734194,3,299
9.789855604,3,300
10.0972959,3,301
11.83476959,3,302
